Initializing Leap
Done
Connected
[52.70535583496094, 151.60674197259758]
[70.4646224975586, 136.30529866937414]
[70.25526123046875, 136.43764314680797]
[70.05550613403321, 136.59319933911715]
[69.8859031677246, 136.73278654914688]
[69.72760238647462, 136.86434965293967]
[69.58687896728516, 136.975960408129]
[69.46119003295898, 137.0768259097161]
[69.31132354736329, 137.22501369394868]
[69.18414993286133, 137.32239579905905]
[69.06232299804688, 137.41736274927894]
[68.94238662719727, 137.51376677130014]
[68.82711868286133, 137.6227820546049]
[68.72731018066406, 137.71752224254428]
[68.63876190185547, 137.81010135863033]
[68.5561408996582, 137.90819380341438]
[68.47572402954101, 137.99144288109414]
[68.40215682983398, 138.0569771801426]
[68.34351501464843, 138.10009206625938]
[68.29453125, 138.13543966125204]
[68.2473648071289, 138.17620496229432]
[68.19698944091797, 138.22388787892802]
[68.14887237548828, 138.2759366524792]
[68.10202865600586, 138.32323707851938]
[68.05163116455078, 138.3774223352429]
[67.99940490722656, 138.4407573133786]
[67.95197372436523, 138.50483814817167]
[67.9073112487793, 138.55746065761312]
[67.85636520385742, 138.63786018037118]
[67.8093765258789, 138.7056839588294]
[67.76942825317383, 138.75569460393223]
[67.7243423461914, 138.81120218527911]
[67.67952423095703, 138.8616417662618]
[67.6374008178711, 138.90602433548855]
[67.5956314086914, 138.94484166657955]
[67.55967025756836, 138.97025816651902]
[67.52754821777344, 138.99581400231756]
[67.49451217651367, 139.02324130994865]
[67.46186447143555, 139.04589568138775]
[67.42690200805664, 139.06904182644706]
[67.37672882080078, 139.1043566365317]
[67.32923965454101, 139.13312812539147]
[67.26770401000977, 139.17486604537157]
[67.1999382019043, 139.2107873762545]
[67.11395568847657, 139.2610766930755]
[67.02385864257812, 139.33773327216838]
[66.93441848754883, 139.43645409435607]
[66.83232345581055, 139.54257884160407]
[66.7053939819336, 139.67777833811095]
[66.58534469604493, 139.80242382631238]
[66.44695663452148, 139.98923769633922]
[66.2914321899414, 140.18740334076662]
[66.11620483398437, 140.420872866976]
[65.93461990356445, 140.6926324336725]
[65.7485137939453, 140.97334228025733]
[65.57320632934571, 141.2458176507788]
[65.38305969238282, 141.57157942512907]
[65.18041076660157, 141.93509848521114]
[65.02560348510742, 142.20477074609727]
[64.87492904663085, 142.46488620629668]
[64.75542602539062, 142.72432411173045]
[64.67173690795899, 142.8549747022501]
[64.61972351074219, 142.91246303845628]
[64.58372039794922, 142.996231210513]
[64.57540359497071, 143.05249284474422]
[64.59872741699219, 143.0861711415037]
[64.64517669677734, 143.04200987040608]
[64.70464553833008, 143.0564543544628]
[64.77538299560547, 143.08103483924785]
[64.88725280761719, 143.08766558689413]
[65.00538787841796, 143.08983212289883]
[65.33720245361329, 143.10374385220035]
[65.56457901000977, 143.0133585928757]
[65.79503784179687, 142.99861904464683]
[65.99542388916015, 142.99493893872202]
[66.1687858581543, 142.98518269651157]
[66.3441032409668, 142.95084050536474]
[66.50081939697266, 142.93561464766697]
[66.65341720581054, 142.91612128777575]
[66.78765487670898, 142.8928822521437]
[66.92027893066407, 142.91409408763008]
[67.05171585083008, 142.9162278387268]
[67.17913513183593, 142.91985603521388]
[67.31221389770508, 142.89817155063696]
[67.43949966430664, 142.90213579243124]
[67.55392684936524, 142.90670109087245]
[68.78390274047851, 143.34199451082873]
[69.51244812011718, 143.62680793506692]
[70.25250473022462, 143.90464773616253]
[70.96269989013672, 144.26809029812588]
[71.67389450073242, 144.71338448106488]
[71.81353912353515, 144.8096751219459]
[71.95464248657227, 144.98958503675968]
[72.04640197753906, 145.15162717670475]
[72.11293411254883, 145.3221182606531]
[72.18285217285157, 145.44825956028274]
[72.25263595581055, 145.54247382365605]
[72.30677185058593, 145.6594572056465]
[72.34860763549804, 145.76088278274557]
[72.39025650024413, 145.84844853998078]
[72.42128677368164, 145.96615728806108]
[72.43834838867187, 146.12069305010831]
[72.46842575073242, 146.23687866600375]
[72.49058990478515, 146.3545723876679]
[72.51511459350586, 146.44565705836354]
[72.54855346679688, 146.50170149257912]
[72.5826416015625, 146.5799071585758]
[72.61603698730468, 146.61154049669778]
[72.64334716796876, 146.68473143780582]
[72.66694793701171, 146.7306467014823]
[72.68814315795899, 146.77160734593488]
[72.70482330322265, 146.84373687564587]
[72.72621459960938, 146.8705071190788]
[72.74380264282226, 146.92390417197214]
[72.76037292480468, 146.97053114136014]
[72.77974014282226, 147.00928426867296]
[72.80261535644532, 147.03457782520735]
[72.8385612487793, 147.0403875841154]
[72.87244338989258, 147.05078039995647]
[72.90510406494141, 147.0698735107623]
[72.94052581787109, 147.0936931124738]
[72.98133697509766, 147.10787941537995]
[73.02474822998047, 147.11456753661523]
[73.06909790039063, 147.11817524253485]
[73.11282653808594, 147.12081442763014]
[73.14329299926757, 147.1302701415171]
[73.1917007446289, 147.12707497902335]
[73.24388046264649, 147.1211067597266]
[73.29817504882813, 147.1057647888129]
[73.33903350830079, 147.1043113245575]
[73.36970901489258, 147.1100036042118]
[73.40384979248047, 147.12577724308102]
[73.4204116821289, 147.1427256744875]
[73.44033355712891, 147.15632321508716]
[73.48067169189453, 147.15753352460808]
[73.51219100952149, 147.15351873941395]
[73.54934234619141, 147.1439619387273]
[73.58776092529297, 147.12950789240568]
[73.62167129516601, 147.12081715970575]
[73.66394805908203, 147.10927004189494]
[73.71598434448242, 147.08631514213238]
[73.76736755371094, 147.05815973633574]
[73.83254776000976, 147.0318034023665]
[73.90578231811523, 146.9925571353956]
[73.98983001708984, 146.94370079226252]
[74.05244369506836, 146.91813812627484]
[74.1052345275879, 146.890617928071]
[74.16040344238282, 146.86325209214243]
[74.18797149658204, 146.85588914821716]
[74.21728820800782, 146.87922380649758]
[74.24870223999024, 146.88463331632025]
[74.27497634887695, 146.8761106062739]
[74.29396514892578, 146.8727037079159]
[74.30916290283203, 146.8743115344465]
[74.33039779663086, 146.87998742164683]
[74.3494041442871, 146.89065617713035]
[74.3636085510254, 146.9003004042384]
[74.37908630371093, 146.90729451794851]
[74.40303497314453, 146.90962771056897]
[74.42957916259766, 146.9089378614628]
[74.45607528686523, 146.90486570267964]
[74.47811813354492, 146.9107014163065]
[74.49803771972657, 146.92086746986715]
[74.51376342773438, 146.93224793106222]
[74.53030014038086, 146.9424399393417]
[74.54748611450195, 146.95556483085082]
[74.56440582275391, 146.96950251487115]
[74.57747268676758, 146.98332954982692]
[74.58877105712891, 147.00261937008085]
[74.59951553344726, 147.0212616884015]
[74.61341094970703, 147.04204048989453]
[74.62936553955078, 147.09297184449747]
[74.64746551513672, 147.16496340438727]
[74.66494598388672, 147.21834543086442]
[74.68831176757813, 147.23458215655933]
[74.71233673095703, 147.2596503168511]
[74.73360061645508, 147.28918815293576]
[74.75358810424805, 147.31860714372883]
[74.7731315612793, 147.3504713422448]
[74.78732299804688, 147.3795501896172]
[74.80162963867187, 147.4075157161549]
[74.8139404296875, 147.43336115197422]
[74.83035812377929, 147.46212717668266]
[74.85094985961913, 147.48892337483446]
[74.87591705322265, 147.51733832781952]
[74.90294799804687, 147.5456235072104]
[74.93794631958008, 147.56943764477057]
[74.97157669067383, 147.59694964674736]
[75.00489120483398, 147.62326499958158]
[75.04356384277344, 147.64815967306845]
[75.08472747802735, 147.67321280694404]
[75.11791305541992, 147.69943390316774]
[75.15780105590821, 147.71851062151956]
[75.1911735534668, 147.74107073634815]
[75.2256103515625, 147.76356254928496]
[75.25433502197265, 147.78821680011308]
[75.27849044799805, 147.81038076396976]
[75.3018180847168, 147.83120054659778]
[75.32827453613281, 147.85351340857838]
[75.35720901489258, 147.87822366695767]
[75.38219528198242, 147.90115534407704]
[75.40983505249024, 147.93457682572375]
[75.43966140747071, 147.97318515302618]
[75.46642990112305, 148.01937225823164]
[75.49202194213868, 148.0689184504709]
[75.51821746826172, 148.12048228059103]
[75.54207077026368, 148.16881679727152]
[75.56777954101562, 148.21039489082506]
[75.59348526000977, 148.2554317921743]
[75.61923751831054, 148.29527774975432]
[75.6432601928711, 148.33084254476256]
[75.67000427246094, 148.36714909831468]
[75.69311294555663, 148.4038176518928]
[75.71631927490235, 148.44475097558868]
[75.73973693847657, 148.4866651144494]
[75.77350692749023, 148.55350397962934]
[75.78676986694336, 148.57712687189272]
[75.81185379028321, 148.62263095818116]
[75.84019470214844, 148.66622805565336]
[75.89246444702148, 148.68880592897375]
[75.95951690673829, 148.69715651825302]
[76.0325424194336, 148.70642918307024]
[76.10501251220703, 148.71852681412815]
